DATE,INF_A,INF_B
2020-12-27,2.0,0.0
2021-01-03,0.0,0.0
2021-01-10,6.0,7.0
2021-01-17,3.0,2.0
2021-01-24,0.0,0.0
2021-01-31,0.0,1.0
2021-02-07,1.0,0.0
2021-02-14,0.0,0.0
2021-02-21,20.0,0.0
2021-02-28,9.0,0.0
2021-03-07,8.0,0.0
2021-03-14,14.0,0.0
2021-03-21,6.0,0.0
2021-03-28,7.0,0.0
2021-04-04,16.0,0.0
2021-04-11,10.0,0.0
2021-04-18,5.0,0.0
2021-04-25,5.0,1.0
2021-05-02,7.0,0.0
2021-05-09,1.0,1.0
2021-05-16,10.0,0.0
2021-05-23,7.0,0.0
2021-05-30,5.0,1.0
2021-06-06,3.0,0.0
2021-06-13,4.0,0.0
2021-06-20,9.0,0.0
2021-06-27,33.0,0.0
2021-07-04,55.0,0.0
2021-07-11,92.0,0.0
2021-07-18,139.0,1.0
2021-07-25,152.0,0.0
2021-08-01,225.0,5.0
2021-08-08,391.0,9.0
2021-08-15,468.0,16.0
2021-08-22,363.0,28.0
2021-08-29,326.0,71.0
2021-09-05,195.0,156.0
2021-09-12,116.0,142.0
2021-09-19,108.0,231.0
2021-09-26,79.0,290.0
2021-10-03,30.0,254.0
2021-10-10,40.0,254.0
2021-10-17,28.0,194.0
2021-10-24,21.0,137.0
2021-10-31,26.0,78.0
2021-11-07,14.0,30.0
2021-11-14,9.0,43.0
2021-11-21,8.0,22.0
2021-11-28,1.0,11.0
2021-12-05,6.0,14.0
2021-12-12,4.0,11.0
2021-12-19,11.0,9.0
2021-12-26,6.0,7.0
2022-01-02,0.0,5.0
2022-01-09,6.0,10.0
2022-01-16,3.0,3.0
2022-01-23,1.0,0.0
2022-01-30,0.0,1.0
2022-02-06,1.0,0.0
2022-02-13,0.0,0.0
2022-02-20,1.0,0.0
2022-02-27,0.0,0.0
2022-03-06,2.0,0.0
2022-03-13,32.0,23.0
2022-03-20,13.0,11.0
2022-03-27,22.0,26.0
2022-04-03,5.0,18.0
2022-04-10,3.0,1.0
2022-04-17,5.0,0.0
2022-04-24,1.0,0.0
2022-05-01,11.0,0.0
2022-05-08,15.0,0.0
2022-05-15,17.0,0.0
2022-05-22,11.0,0.0
2022-05-29,22.0,0.0
2022-06-05,15.0,0.0
2022-06-12,12.0,0.0
2022-06-19,8.0,0.0
2022-06-26,6.0,0.0
2022-07-03,19.0,0.0
2022-07-10,26.0,0.0
2022-07-17,65.0,0.0
2022-07-24,110.0,0.0
2022-07-31,182.0,0.0
2022-08-07,216.0,1.0
2022-08-14,162.0,2.0
2022-08-21,145.0,0.0
2022-08-28,144.0,10.0
2022-09-04,116.0,8.0
2022-09-11,46.0,0.0
2022-09-18,76.0,0.0
2022-09-25,53.0,3.0
2022-10-02,29.0,1.0
2022-10-09,19.0,1.0
2022-10-16,17.0,1.0
2022-10-23,30.0,4.0
2022-10-30,6.0,4.0
2022-11-06,8.0,1.0
2022-11-13,3.0,5.0
2022-11-20,18.0,1.0
2022-11-27,13.0,1.0
2022-12-04,13.0,8.0
2022-12-11,14.0,2.0
2022-12-18,19.0,3.0
2022-12-25,32.0,1.0
2023-01-01,42.0,4.0
2023-01-08,36.0,7.0
2023-01-15,32.0,7.0
2023-01-22,48.0,11.0
2023-01-29,59.0,8.0
2023-02-05,82.0,8.0
2023-02-12,56.0,10.0
2023-02-19,96.0,18.0
2023-02-26,109.0,30.0
2023-03-05,90.0,42.0
2023-03-12,83.0,53.0
2023-03-19,37.0,33.0
2023-03-26,32.0,51.0
2023-04-02,25.0,39.0
2023-04-09,22.0,37.0
2023-04-16,20.0,30.0
2023-04-23,16.0,18.0
2023-04-30,11.0,17.0
2023-05-07,14.0,4.0
2023-05-14,22.0,19.0
2023-05-21,14.0,11.0
2023-05-28,41.0,9.0
2023-06-04,45.0,15.0
2023-06-11,39.0,20.0
2023-06-18,2.0,13.0
2023-06-25,45.0,4.0
2023-07-02,42.0,23.0
2023-07-09,33.0,8.0
2023-07-16,35.0,20.0
2023-07-23,30.0,10.0
2023-07-30,33.0,19.0
2023-08-06,67.0,35.0
2023-08-13,52.0,35.0
2023-08-20,88.0,42.0
2023-08-27,75.0,40.0
2023-09-03,31.0,42.0
2023-09-17,68.0,35.0
2023-09-24,33.0,39.0
2023-10-01,66.0,32.0
2023-10-08,82.0,47.0
2023-10-15,82.0,39.0
2023-10-22,54.0,22.0
2023-10-29,42.0,16.0
2023-11-05,19.0,7.0
2023-11-12,17.0,4.0
2023-11-19,11.0,8.0
2023-11-26,8.0,16.0
2023-12-03,25.0,16.0
2023-12-10,17.0,10.0
2023-12-17,23.0,16.0
2023-12-24,15.0,17.0
2023-12-31,2.0,1.0
2024-01-07,18.0,16.0
2024-01-14,19.0,19.0
2024-01-21,16.0,20.0
2024-01-28,26.0,13.0
2024-02-04,14.0,16.0
2024-02-11,25.0,24.0
2024-02-18,41.0,16.0
2024-02-25,18.0,9.0
2024-03-03,50.0,6.0
2024-03-10,42.0,8.0
2024-03-17,41.0,9.0
2024-03-24,35.0,5.0
2024-03-31,25.0,3.0
2024-04-07,22.0,7.0
2024-04-14,29.0,5.0
2024-04-21,30.0,3.0
2024-04-28,16.0,3.0
2024-05-05,24.0,6.0
2024-05-12,31.0,1.0
2024-05-19,29.0,1.0
2024-05-26,20.0,4.0
2024-06-02,26.0,3.0
2024-06-09,17.0,1.0
2024-06-16,18.0,1.0
2024-06-23,17.0,2.0
2024-06-30,44.0,6.0
2024-07-14,107.0,7.0
2024-07-21,102.0,4.0
